Background,Measure,Month,Region,Region Description,Snapshot Date,Year,Unrounded Count
Background on the data,,August,North Central,in the North Central region,2025-03-31,5-year average,1323
Background on the data,,December,North Central,in the North Central region,2025-03-31,5-year average,220
Background on the data,,December,North Central,in the North Central region,2025-03-31,5-year average,1651
Background on the data,,February,North Central,in the North Central region,2025-03-31,5-year average,176
Background on the data,,February,North Central,in the North Central region,2025-03-31,5-year average,1367
Background on the data,,January,North Central,in the North Central region,2025-03-31,5-year average,210
Background on the data,,January,North Central,in the North Central region,2025-03-31,5-year average,1581
Background on the data,,July,North Central,in the North Central region,2025-03-31,5-year average,150
Background on the data,,July,North Central,in the North Central region,2025-03-31,5-year average,1296
Background on the data,,June,North Central,in the North Central region,2025-03-31,5-year average,144
Background on the data,,June,North Central,in the North Central region,2025-03-31,5-year average,1245
Background on the data,,March,North Central,in the North Central region,2025-03-31,5-year average,127
Background on the data,,March,North Central,in the North Central region,2025-03-31,5-year average,1162
Background on the data,,May,North Central,in the North Central region,2025-03-31,5-year average,122
Background on the data,,May,North Central,in the North Central region,2025-03-31,5-year average,1121
Background on the data,,November,North Central,in the North Central region,2025-03-31,5-year average,233
Background on the data,,November,North Central,in the North Central region,2025-03-31,5-year average,1689
Background on the data,,October,North Central,in the North Central region,2025-03-31,5-year average,199
Background on the data,,October,North Central,in the North Central region,2025-03-31,5-year average,1529
Background on the data,,September,North Central,in the North Central region,2025-03-31,5-year average,159
Background on the data,,September,North Central,in the North Central region,2025-03-31,5-year average,1295
Background on the data,,April,Southern Interior,in the Southern Interior,2025-03-31,2020,244
Background on the data,,April,Southern Interior,in the Southern Interior,2025-03-31,2020,1636
Background on the data,,August,Southern Interior,in the Southern Interior,2025-03-31,2020,561
Background on the data,,August,Southern Interior,in the Southern Interior,2025-03-31,2020,3452
Background on the data,,December,Southern Interior,in the Southern Interior,2025-03-31,2020,600
Background on the data,,December,Southern Interior,in the Southern Interior,2025-03-31,2020,3257
Background on the data,,February,Southern Interior,in the Southern Interior,2025-03-31,2020,533
Background on the data,,February,Southern Interior,in the Southern Interior,2025-03-31,2020,3273
Background on the data,,January,Southern Interior,in the Southern Interior,2025-03-31,2020,769
Background on the data,,January,Southern Interior,in the Southern Interior,2025-03-31,2020,4200
Background on the data,,July,Southern Interior,in the Southern Interior,2025-03-31,2020,527
Background on the data,,July,Southern Interior,in the Southern Interior,2025-03-31,2020,3355
Background on the data,,June,Southern Interior,in the Southern Interior,2025-03-31,2020,468
Background on the data,,June,Southern Interior,in the Southern Interior,2025-03-31,2020,2708
Background on the data,,March,Southern Interior,in the Southern Interior,2025-03-31,2020,329
Background on the data,,March,Southern Interior,in the Southern Interior,2025-03-31,2020,2358
Background on the data,,May,Southern Interior,in the Southern Interior,2025-03-31,2020,314
Background on the data,,May,Southern Interior,in the Southern Interior,2025-03-31,2020,2147
Background on the data,,November,Southern Interior,in the Southern Interior,2025-03-31,2020,544
Background on the data,,November,Southern Interior,in the Southern Interior,2025-03-31,2020,3220
Background on the data,,October,Southern Interior,in the Southern Interior,2025-03-31,2020,599
Background on the data,,October,Southern Interior,in the Southern Interior,2025-03-31,2020,3522
Background on the data,,September,Southern Interior,in the Southern Interior,2025-03-31,2020,493
Background on the data,,September,Southern Interior,in the Southern Interior,2025-03-31,2020,3043
Background on the data,,April,Southern Interior,in the Southern Interior,2025-03-31,2021,422
Background on the data,,April,Southern Interior,in the Southern Interior,2025-03-31,2021,2743
Background on the data,,August,Southern Interior,in the Southern Interior,2025-03-31,2021,510
Background on the data,,August,Southern Interior,in the Southern Interior,2025-03-31,2021,3339
Background on the data,,December,Southern Interior,in the Southern Interior,2025-03-31,2021,869
Background on the data,,December,Southern Interior,in the Southern Interior,2025-03-31,2021,4657
Background on the data,,February,Southern Interior,in the Southern Interior,2025-03-31,2021,424
Background on the data,,February,Southern Interior,in the Southern Interior,2025-03-31,2021,2693
Background on the data,,January,Southern Interior,in the Southern Interior,2025-03-31,2021,483
Background on the data,,January,Southern Interior,in the Southern Interior,2025-03-31,2021,2710
Background on the data,,July,Southern Interior,in the Southern Interior,2025-03-31,2021,639
Background on the data,,July,Southern Interior,in the Southern Interior,2025-03-31,2021,3900
Background on the data,,June,Southern Interior,in the Southern Interior,2025-03-31,2021,545
Background on the data,,June,Southern Interior,in the Southern Interior,2025-03-31,2021,3405
Background on the data,,March,Southern Interior,in the Southern Interior,2025-03-31,2021,417
Background on the data,,March,Southern Interior,in the Southern Interior,2025-03-31,2021,2635
Background on the data,,May,Southern Interior,in the Southern Interior,2025-03-31,2021,465
Background on the data,,May,Southern Interior,in the Southern Interior,2025-03-31,2021,2902
Background on the data,,November,Southern Interior,in the Southern Interior,2025-03-31,2021,600
Background on the data,,November,Southern Interior,in the Southern Interior,2025-03-31,2021,3586
Background on the data,,October,Southern Interior,in the Southern Interior,2025-03-31,2021,593
Background on the data,,October,Southern Interior,in the Southern Interior,2025-03-31,2021,3536
Background on the data,,September,Southern Interior,in the Southern Interior,2025-03-31,2021,523
Background on the data,,September,Southern Interior,in the Southern Interior,2025-03-31,2021,3359
Background on the data,,April,Southern Interior,in the Southern Interior,2025-03-31,2022,399
Background on the data,,April,Southern Interior,in the Southern Interior,2025-03-31,2022,2869
Background on the data,,August,Southern Interior,in the Southern Interior,2025-03-31,2022,532
Background on the data,,August,Southern Interior,in the Southern Interior,2025-03-31,2022,3831
Background on the data,,December,Southern Interior,in the Southern Interior,2025-03-31,2022,745
Background on the data,,December,Southern Interior,in the Southern Interior,2025-03-31,2022,4744
Background on the data,,February,Southern Interior,in the Southern Interior,2025-03-31,2022,460
Background on the data,,February,Southern Interior,in the Southern Interior,2025-03-31,2022,3041
Background on the data,,January,Southern Interior,in the Southern Interior,2025-03-31,2022,562
Background on the data,,January,Southern Interior,in the Southern Interior,2025-03-31,2022,3756
Background on the data,,July,Southern Interior,in the Southern Interior,2025-03-31,2022,538
Background on the data,,July,Southern Interior,in the Southern Interior,2025-03-31,2022,4062
Background on the data,,June,Southern Interior,in the Southern Interior,2025-03-31,2022,499
Background on the data,,June,Southern Interior,in the Southern Interior,2025-03-31,2022,3441
Background on the data,,March,Southern Interior,in the Southern Interior,2025-03-31,2022,435
Background on the data,,March,Southern Interior,in the Southern Interior,2025-03-31,2022,2965
Background on the data,,May,Southern Interior,in the Southern Interior,2025-03-31,2022,467
Background on the data,,May,Southern Interior,in the Southern Interior,2025-03-31,2022,3212
Background on the data,,November,Southern Interior,in the Southern Interior,2025-03-31,2022,725
Background on the data,,November,Southern Interior,in the Southern Interior,2025-03-31,2022,4486
Background on the data,,October,Southern Interior,in the Southern Interior,2025-03-31,2022,540
Background on the data,,October,Southern Interior,in the Southern Interior,2025-03-31,2022,3515
Background on the data,,September,Southern Interior,in the Southern Interior,2025-03-31,2022,513
Background on the data,,September,Southern Interior,in the Southern Interior,2025-03-31,2022,3550
Background on the data,,April,Southern Interior,in the Southern Interior,2025-03-31,2023,428
Background on the data,,April,Southern Interior,in the Southern Interior,2025-03-31,2023,2936
Background on the data,,August,Southern Interior,in the Southern Interior,2025-03-31,2023,475
Background on the data,,August,Southern Interior,in the Southern Interior,2025-03-31,2023,3661
Background on the data,,December,Southern Interior,in the Southern Interior,2025-03-31,2023,544
Background on the data,,December,Southern Interior,in the Southern Interior,2025-03-31,2023,3536
Background on the data,,February,Southern Interior,in the Southern Interior,2025-03-31,2023,477
Background on the data,,February,Southern Interior,in the Southern Interior,2025-03-31,2023,3278
Background on the data,,January,Southern Interior,in the Southern Interior,2025-03-31,2023,435
Background on the data,,January,Southern Interior,in the Southern Interior,2025-03-31,2023,3442
Background on the data,,July,Southern Interior,in the Southern Interior,2025-03-31,2023,555
Background on the data,,July,Southern Interior,in the Southern Interior,2025-03-31,2023,3982
Background on the data,,June,Southern Interior,in the Southern Interior,2025-03-31,2023,502
Background on the data,,June,Southern Interior,in the Southern Interior,2025-03-31,2023,3522
Background on the data,,March,Southern Interior,in the Southern Interior,2025-03-31,2023,426
Background on the data,,March,Southern Interior,in the Southern Interior,2025-03-31,2023,3270
Background on the data,,May,Southern Interior,in the Southern Interior,2025-03-31,2023,517
Background on the data,,May,Southern Interior,in the Southern Interior,2025-03-31,2023,3658
Background on the data,,November,Southern Interior,in the Southern Interior,2025-03-31,2023,457
Background on the data,,November,Southern Interior,in the Southern Interior,2025-03-31,2023,3331
Background on the data,,October,Southern Interior,in the Southern Interior,2025-03-31,2023,515
Background on the data,,October,Southern Interior,in the Southern Interior,2025-03-31,2023,3612
Background on the data,,September,Southern Interior,in the Southern Interior,2025-03-31,2023,514
Background on the data,,September,Southern Interior,in the Southern Interior,2025-03-31,2023,3529
Background on the data,,April,Southern Interior,in the Southern Interior,2025-03-31,2024,398
Background on the data,,April,Southern Interior,in the Southern Interior,2025-03-31,2024,2963
Background on the data,,August,Southern Interior,in the Southern Interior,2025-03-31,2024,566
Background on the data,,August,Southern Interior,in the Southern Interior,2025-03-31,2024,3818
Background on the data,,December,Southern Interior,in the Southern Interior,2025-03-31,2024,525
Background on the data,,December,Southern Interior,in the Southern Interior,2025-03-31,2024,3449
Background on the data,,February,Southern Interior,in the Southern Interior,2025-03-31,2024,427
Background on the data,,February,Southern Interior,in the Southern Interior,2025-03-31,2024,3012
Background on the data,,January,Southern Interior,in the Southern Interior,2025-03-31,2024,487
Background on the data,,January,Southern Interior,in the Southern Interior,2025-03-31,2024,3948
Background on the data,,July,Southern Interior,in the Southern Interior,2025-03-31,2024,541
Background on the data,,July,Southern Interior,in the Southern Interior,2025-03-31,2024,3945
Background on the data,,June,Southern Interior,in the Southern Interior,2025-03-31,2024,465
Background on the data,,June,Southern Interior,in the Southern Interior,2025-03-31,2024,3534
Background on the data,,March,Southern Interior,in the Southern Interior,2025-03-31,2024,396
Background on the data,,March,Southern Interior,in the Southern Interior,2025-03-31,2024,2968
Background on the data,,May,Southern Interior,in the Southern Interior,2025-03-31,2024,480
Background on the data,,May,Southern Interior,in the Southern Interior,2025-03-31,2024,3546
Background on the data,,November,Southern Interior,in the Southern Interior,2025-03-31,2024,473
Background on the data,,November,Southern Interior,in the Southern Interior,2025-03-31,2024,3413
Background on the data,,October,Southern Interior,in the Southern Interior,2025-03-31,2024,472
Background on the data,,October,Southern Interior,in the Southern Interior,2025-03-31,2024,3571
Background on the data,,September,Southern Interior,in the Southern Interior,2025-03-31,2024,469
Background on the data,,September,Southern Interior,in the Southern Interior,2025-03-31,2024,3441
Background on the data,,April,Southern Interior,in the Southern Interior,2025-03-31,5-year average,378
Background on the data,,April,Southern Interior,in the Southern Interior,2025-03-31,5-year average,2629
Background on the data,,August,Southern Interior,in the Southern Interior,2025-03-31,5-year average,529
Background on the data,,August,Southern Interior,in the Southern Interior,2025-03-31,5-year average,3620
Background on the data,,December,Southern Interior,in the Southern Interior,2025-03-31,5-year average,657
Background on the data,,December,Southern Interior,in the Southern Interior,2025-03-31,5-year average,3929
Background on the data,,February,Southern Interior,in the Southern Interior,2025-03-31,5-year average,464
Background on the data,,February,Southern Interior,in the Southern Interior,2025-03-31,5-year average,3059
Background on the data,,January,Southern Interior,in the Southern Interior,2025-03-31,5-year average,547
Background on the data,,January,Southern Interior,in the Southern Interior,2025-03-31,5-year average,3611
Background on the data,,July,Southern Interior,in the Southern Interior,2025-03-31,5-year average,560
Background on the data,,July,Southern Interior,in the Southern Interior,2025-03-31,5-year average,3849
Background on the data,,June,Southern Interior,in the Southern Interior,2025-03-31,5-year average,496
Background on the data,,June,Southern Interior,in the Southern Interior,2025-03-31,5-year average,3322
Background on the data,,March,Southern Interior,in the Southern Interior,2025-03-31,5-year average,401
Background on the data,,March,Southern Interior,in the Southern Interior,2025-03-31,5-year average,2839
Background on the data,,May,Southern Interior,in the Southern Interior,2025-03-31,5-year average,449
Background on the data,,May,Southern Interior,in the Southern Interior,2025-03-31,5-year average,3093
Background on the data,,November,Southern Interior,in the Southern Interior,2025-03-31,5-year average,560
Background on the data,,November,Southern Interior,in the Southern Interior,2025-03-31,5-year average,3607
Background on the data,,October,Southern Interior,in the Southern Interior,2025-03-31,5-year average,544
Background on the data,,October,Southern Interior,in the Southern Interior,2025-03-31,5-year average,3551
Background on the data,,September,Southern Interior,in the Southern Interior,2025-03-31,5-year average,502
Background on the data,,September,Southern Interior,in the Southern Interior,2025-03-31,5-year average,3384
Background on the data,,April,Vancouver Island,on Vancouver Island,2025-03-31,2020,198
Background on the data,,April,Vancouver Island,on Vancouver Island,2025-03-31,2020,1510
Background on the data,,August,Vancouver Island,on Vancouver Island,2025-03-31,2020,484
Background on the data,,August,Vancouver Island,on Vancouver Island,2025-03-31,2020,3041
Background on the data,,December,Vancouver Island,on Vancouver Island,2025-03-31,2020,553
Background on the data,,December,Vancouver Island,on Vancouver Island,2025-03-31,2020,2852
Background on the data,,February,Vancouver Island,on Vancouver Island,2025-03-31,2020,516
Background on the data,,February,Vancouver Island,on Vancouver Island,2025-03-31,2020,2889
Background on the data,,January,Vancouver Island,on Vancouver Island,2025-03-31,2020,686
Background on the data,,January,Vancouver Island,on Vancouver Island,2025-03-31,2020,3717
Background on the data,,July,Vancouver Island,on Vancouver Island,2025-03-31,2020,486
Background on the data,,July,Vancouver Island,on Vancouver Island,2025-03-31,2020,3022
Background on the data,,June,Vancouver Island,on Vancouver Island,2025-03-31,2020,391
Background on the data,,June,Vancouver Island,on Vancouver Island,2025-03-31,2020,2467
Background on the data,,March,Vancouver Island,on Vancouver Island,2025-03-31,2020,335
Background on the data,,March,Vancouver Island,on Vancouver Island,2025-03-31,2020,2255
Background on the data,,May,Vancouver Island,on Vancouver Island,2025-03-31,2020,319
Background on the data,,May,Vancouver Island,on Vancouver Island,2025-03-31,2020,1986
Background on the data,,November,Vancouver Island,on Vancouver Island,2025-03-31,2020,535
Background on the data,,November,Vancouver Island,on Vancouver Island,2025-03-31,2020,2957
Background on the data,,October,Vancouver Island,on Vancouver Island,2025-03-31,2020,522
Background on the data,,October,Vancouver Island,on Vancouver Island,2025-03-31,2020,3001
Background on the data,,September,Vancouver Island,on Vancouver Island,2025-03-31,2020,512
Background on the data,,September,Vancouver Island,on Vancouver Island,2025-03-31,2020,2948
Background on the data,,April,Vancouver Island,on Vancouver Island,2025-03-31,2021,467
Background on the data,,April,Vancouver Island,on Vancouver Island,2025-03-31,2021,2644
Background on the data,,August,Vancouver Island,on Vancouver Island,2025-03-31,2021,534
Background on the data,,August,Vancouver Island,on Vancouver Island,2025-03-31,2021,3555
Background on the data,,December,Vancouver Island,on Vancouver Island,2025-03-31,2021,714
Background on the data,,December,Vancouver Island,on Vancouver Island,2025-03-31,2021,4085
Background on the data,,February,Vancouver Island,on Vancouver Island,2025-03-31,2021,416
Background on the data,,February,Vancouver Island,on Vancouver Island,2025-03-31,2021,2693
Background on the data,,January,Vancouver Island,on Vancouver Island,2025-03-31,2021,421
Background on the data,,January,Vancouver Island,on Vancouver Island,2025-03-31,2021,2556
Background on the data,,July,Vancouver Island,on Vancouver Island,2025-03-31,2021,553
Background on the data,,July,Vancouver Island,on Vancouver Island,2025-03-31,2021,3701
Background on the data,,June,Vancouver Island,on Vancouver Island,2025-03-31,2021,503
Background on the data,,June,Vancouver Island,on Vancouver Island,2025-03-31,2021,3301
Background on the data,,March,Vancouver Island,on Vancouver Island,2025-03-31,2021,438
Background on the data,,March,Vancouver Island,on Vancouver Island,2025-03-31,2021,2701
Background on the data,,May,Vancouver Island,on Vancouver Island,2025-03-31,2021,443
Background on the data,,May,Vancouver Island,on Vancouver Island,2025-03-31,2021,2815
Background on the data,,November,Vancouver Island,on Vancouver Island,2025-03-31,2021,580
Background on the data,,November,Vancouver Island,on Vancouver Island,2025-03-31,2021,3526
Background on the data,,October,Vancouver Island,on Vancouver Island,2025-03-31,2021,577
Background on the data,,October,Vancouver Island,on Vancouver Island,2025-03-31,2021,3333
Background on the data,,September,Vancouver Island,on Vancouver Island,2025-03-31,2021,559
Background on the data,,September,Vancouver Island,on Vancouver Island,2025-03-31,2021,3411
Background on the data,,April,Vancouver Island,on Vancouver Island,2025-03-31,2022,484
Background on the data,,April,Vancouver Island,on Vancouver Island,2025-03-31,2022,2955
Background on the data,,August,Vancouver Island,on Vancouver Island,2025-03-31,2022,522
Background on the data,,August,Vancouver Island,on Vancouver Island,2025-03-31,2022,3746
Background on the data,,December,Vancouver Island,on Vancouver Island,2025-03-31,2022,525
Background on the data,,December,Vancouver Island,on Vancouver Island,2025-03-31,2022,4041
Background on the data,,February,Vancouver Island,on Vancouver Island,2025-03-31,2022,392
Background on the data,,February,Vancouver Island,on Vancouver Island,2025-03-31,2022,2604
Background on the data,,January,Vancouver Island,on Vancouver Island,2025-03-31,2022,489
Background on the data,,January,Vancouver Island,on Vancouver Island,2025-03-31,2022,3452
Background on the data,,July,Vancouver Island,on Vancouver Island,2025-03-31,2022,530
Background on the data,,July,Vancouver Island,on Vancouver Island,2025-03-31,2022,3539
Background on the data,,June,Vancouver Island,on Vancouver Island,2025-03-31,2022,530
Background on the data,,June,Vancouver Island,on Vancouver Island,2025-03-31,2022,3396
Background on the data,,March,Vancouver Island,on Vancouver Island,2025-03-31,2022,458
Background on the data,,March,Vancouver Island,on Vancouver Island,2025-03-31,2022,2851
Background on the data,,May,Vancouver Island,on Vancouver Island,2025-03-31,2022,524
Background on the data,,May,Vancouver Island,on Vancouver Island,2025-03-31,2022,3174
Background on the data,,November,Vancouver Island,on Vancouver Island,2025-03-31,2022,597
Background on the data,,November,Vancouver Island,on Vancouver Island,2025-03-31,2022,3774
Background on the data,,October,Vancouver Island,on Vancouver Island,2025-03-31,2022,519
Background on the data,,October,Vancouver Island,on Vancouver Island,2025-03-31,2022,3384
Background on the data,,September,Vancouver Island,on Vancouver Island,2025-03-31,2022,549
Background on the data,,September,Vancouver Island,on Vancouver Island,2025-03-31,2022,3358
Background on the data,,April,Vancouver Island,on Vancouver Island,2025-03-31,2023,429
Background on the data,,April,Vancouver Island,on Vancouver Island,2025-03-31,2023,3108
Background on the data,,August,Vancouver Island,on Vancouver Island,2025-03-31,2023,474
Background on the data,,August,Vancouver Island,on Vancouver Island,2025-03-31,2023,3705
Background on the data,,December,Vancouver Island,on Vancouver Island,2025-03-31,2023,502
Background on the data,,December,Vancouver Island,on Vancouver Island,2025-03-31,2023,3326
Background on the data,,February,Vancouver Island,on Vancouver Island,2025-03-31,2023,483
Background on the data,,February,Vancouver Island,on Vancouver Island,2025-03-31,2023,3027
Background on the data,,January,Vancouver Island,on Vancouver Island,2025-03-31,2023,442
Background on the data,,January,Vancouver Island,on Vancouver Island,2025-03-31,2023,2805
Background on the data,,July,Vancouver Island,on Vancouver Island,2025-03-31,2023,464
Background on the data,,July,Vancouver Island,on Vancouver Island,2025-03-31,2023,3700
Background on the data,,June,Vancouver Island,on Vancouver Island,2025-03-31,2023,503
Background on the data,,June,Vancouver Island,on Vancouver Island,2025-03-31,2023,3608
Background on the data,,March,Vancouver Island,on Vancouver Island,2025-03-31,2023,401
Background on the data,,March,Vancouver Island,on Vancouver Island,2025-03-31,2023,3121
Background on the data,,May,Vancouver Island,on Vancouver Island,2025-03-31,2023,527
Background on the data,,May,Vancouver Island,on Vancouver Island,2025-03-31,2023,3675
Background on the data,,November,Vancouver Island,on Vancouver Island,2025-03-31,2023,517
Background on the data,,November,Vancouver Island,on Vancouver Island,2025-03-31,2023,3597
Background on the data,,October,Vancouver Island,on Vancouver Island,2025-03-31,2023,513
Background on the data,,October,Vancouver Island,on Vancouver Island,2025-03-31,2023,3531
Background on the data,,September,Vancouver Island,on Vancouver Island,2025-03-31,2023,519
Background on the data,,September,Vancouver Island,on Vancouver Island,2025-03-31,2023,3552
Background on the data,,April,Vancouver Island,on Vancouver Island,2025-03-31,2024,395
Background on the data,,April,Vancouver Island,on Vancouver Island,2025-03-31,2024,3235
Background on the data,,August,Vancouver Island,on Vancouver Island,2025-03-31,2024,494
Background on the data,,August,Vancouver Island,on Vancouver Island,2025-03-31,2024,3698
Background on the data,,December,Vancouver Island,on Vancouver Island,2025-03-31,2024,496
Background on the data,,December,Vancouver Island,on Vancouver Island,2025-03-31,2024,3338
Background on the data,,February,Vancouver Island,on Vancouver Island,2025-03-31,2024,404
Background on the data,,February,Vancouver Island,on Vancouver Island,2025-03-31,2024,2804
Background on the data,,January,Vancouver Island,on Vancouver Island,2025-03-31,2024,489
Background on the data,,January,Vancouver Island,on Vancouver Island,2025-03-31,2024,3536
Background on the data,,July,Vancouver Island,on Vancouver Island,2025-03-31,2024,487
Background on the data,,July,Vancouver Island,on Vancouver Island,2025-03-31,2024,3886
Background on the data,,June,Vancouver Island,on Vancouver Island,2025-03-31,2024,523
Background on the data,,June,Vancouver Island,on Vancouver Island,2025-03-31,2024,3594
Background on the data,,March,Vancouver Island,on Vancouver Island,2025-03-31,2024,459
Background on the data,,March,Vancouver Island,on Vancouver Island,2025-03-31,2024,3252
Background on the data,,May,Vancouver Island,on Vancouver Island,2025-03-31,2024,505
Background on the data,,May,Vancouver Island,on Vancouver Island,2025-03-31,2024,3588
Background on the data,,November,Vancouver Island,on Vancouver Island,2025-03-31,2024,550
Background on the data,,November,Vancouver Island,on Vancouver Island,2025-03-31,2024,3563
Background on the data,,October,Vancouver Island,on Vancouver Island,2025-03-31,2024,518
Background on the data,,October,Vancouver Island,on Vancouver Island,2025-03-31,2024,3594
Background on the data,,September,Vancouver Island,on Vancouver Island,2025-03-31,2024,500
Background on the data,,September,Vancouver Island,on Vancouver Island,2025-03-31,2024,3418
Background on the data,,April,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,395
Background on the data,,April,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,2690
Background on the data,,August,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,502
Background on the data,,August,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,3549
Background on the data,,December,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,558
Background on the data,,December,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,3528
Background on the data,,February,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,442
Background on the data,,February,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,2803
Background on the data,,January,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,505
Background on the data,,January,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,3213
Background on the data,,July,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,504
Background on the data,,July,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,3570
Background on the data,,June,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,490
Background on the data,,June,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,3273
Background on the data,,March,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,418
Background on the data,,March,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,2836
Background on the data,,May,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,464
Background on the data,,May,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,3048
Background on the data,,November,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,556
Background on the data,,November,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,3483
Background on the data,,October,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,530
Background on the data,,October,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,3369
Background on the data,,September,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,528
Background on the data,,September,Vancouver Island,on Vancouver Island,2025-03-31,5-year average,3337
